Gene name	max length	read count	rpkm	IDs
ABHD15	3355	529	5.066765	NM_198147
ABHD16A	2270	1009	14.28344	NM_001177515,NM_021160,NR_033488,NM_001177515,NR_033488,NM_021160,NM_021160,NM_021160,NM_001177515,NM_001177515,NR_033488,NM_001177515,NM_001177515,NM_001177515,NM_021160,NR_033489,NR_033489,NM_021160,NM_021160,NR_033489,NR_033489,NR_033489,NR_033489,NR_033489,NR_033488,NR_033488,NR_033488,NR_033488
ABHD16B	1776	101	1.827452	NM_080622
ABHD17A	1563	3733	76.74792	NM_031213,NM_001130111
ABHD17B	3117	369	3.804146	NM_016014,NM_001025780
ABHD17C	2360	759	10.33469	NM_021214
ABHD18	5560	129	0.7455598	NM_001319307,NM_001319305,NM_001319306
ABHD2	8735	1956	7.195708	NM_007011,NM_152924
ABHD3	2064	134	2.086232	NM_001308257,NM_001308256,NM_138340
ABHD4	2509	3845	49.24513	NM_022060
ABHD5	5353	769	4.616328	NM_016006
ABHD6	2490	401	5.175027	NM_020676,NM_001320126
ABHD8	2090	1093	16.80511	NM_024527
ABI1	3725	1574	13.57832	NM_001012751,NM_001178125,NM_001178121,NM_001012752,NM_001348034,NM_001348033,NR_145410,NM_001178120,NM_001348032,NM_001348031,NM_001348030,NM_001348029,NM_001178122,NM_001178124,NM_001178119,NM_001178123,NM_001012750,NM_001178116,NM_005470
ABI2	6621	1412	6.852968	NM_001282925,NM_001282927,NM_001282932,NM_005759,NM_001282926
ABI3	2091	3	0.0461036	NM_016428,NM_001135186
ABI3BP	6414	1027	5.145281	NM_015429,NM_001349332,NM_001349331,NM_001349330,NM_001349329
ABL1	5577	6051	34.86536	NM_007313,NM_005157
ABL2	11918	871	2.348456	NM_001136000,NM_001168238,NM_005158,NM_001136001,NM_001168239,NM_001168236,NM_007314,NM_001168237
ABLIM1	6635	128	0.6199214	NM_006720,NM_001322883,NM_001322882,NM_001322884,NM_001322885,NM_001322886,NM_001322887,NM_001322888,NM_001322889,NM_001003408,NM_001322891,NM_001322892,NM_001322893,NM_001322894,NM_002313,NM_001322895,NM_001322896,NM_001322890,NM_001322897,NM_001003407,NM_001322900,NM_001322898,NM_001322899
ABLIM2	3389	0	0	NM_001286688,NM_001130083,NM_001130088,NM_001130084,NM_001130087,NM_001130085,NM_001130086,NM_032432
ABLIM3	4450	351	2.534631	NM_014945,NM_001345860,NM_001345859,NM_001301027,NM_001345858,NM_001301018,NM_001301028,NM_001301015,NM_001345861
ABO	1579	0	0	NM_020469
ABR	5604	4268	24.47338	NM_021962,NM_001256847,NM_001322842,NM_001322841,NM_001092,NM_001282149,NM_001322840,NM_001159746
ABRA	2754	0	0	NM_139166
ABRACL	845	323	12.28325	NM_021243
ABT1	2263	842	11.95625	NM_013375
ABTB1	1941	877	14.51917	NM_032548,NM_172027,NR_033429
ABTB2	4903	353	2.313558	NM_145804
ACAA1	1540	1181	24.64318	NM_001607,NR_024024,NM_001130410
ACAA2	1934	2116	35.15821	NM_006111
ACACA	9737	2287	7.547595	NM_198834,NM_198839,NM_198837,NM_198836,NM_198838
ACACB	9249	344	1.195174	NM_001093
ACAD10	4107	476	3.724344	NM_025247,NM_001136538
ACAD11	4166	751	5.792796	NR_132428,NM_032169,NR_132427,NR_132426
ACAD8	2201	448	6.54072	NM_014384
ACAD9	2575	1000	12.4793	NR_033426,NM_014049
ACADL	2490	11	0.1419583	NM_001608
ACADM	2622	1097	13.4444	NM_001127328,NM_001286042,NM_001286043,NM_001286044,NM_000016
ACADS	1935	329	5.463645	NM_000017,NM_001302554
ACADSB	5941	443	2.396138	NM_001330174,NM_001609
ACADVL	2228	6109	88.10946	NM_001033859,NM_001270448,NM_000018,NM_001270447
ACAN	8543	552	2.076329	NM_013227,NM_001135
ACAP1	2508	0	0	NM_014716
ACAP2	7170	2060	9.232422	NM_012287
ACAP3	3759	1076	9.198299	NM_030649
ACAT1	2134	1560	23.4908	NM_000019
ACAT2	1551	451	9.343989	NM_001303253,NM_005891
ACBD3	3565	2224	20.0467	NM_022735
ACBD4	2722	345	4.072851	NM_024722,NM_001135705,NM_001135706,NM_001321352,NM_001321353,NM_001135707
ACBD5	4174	722	5.558433	NM_001042473,NM_001301254,NM_001301253,NM_001301252,NM_001301251,NM_145698,NM_001271512
ACBD6	1616	1357	26.98398	NM_032360
ACBD7	3370	1	0.009535373	NM_001039844
ACBD7-DCLRE1CP1	997	0	0	NR_144471
ACCS	1877	105	1.797598	NM_032592,NM_001127219
ACCSL	1820	0	0	NM_001031854
ACD	2057	492	7.685965	NM_001082486,NM_001082487,NM_022914
ACE	3264	157	1.545671	NM_000789,NM_001178057,NM_152830
ACE2	3507	0	0	NM_021804
ACER1	1088	2	0.05907023	NM_133492
ACER2	2852	10	0.1126725	NM_001010887
ACER3	7378	757	3.297045	NM_001300953,NM_001300954,NM_001300955,NM_018367
ACHE	1991	0	0	NM_000665,NM_015831,NM_001302622,NM_001302621,NM_001282449
ACIN1	4898	2750	18.04187	NM_014977,NM_001164815,NM_001164816,NM_001164817,NM_001164814
ACKR1	1242	14	0.3622213	NM_002036,NM_001122951
ACKR2	2960	4	0.0434246	NM_001296
ACKR3	2100	3236	49.51728	NM_020311
ACKR4	2340	17799	244.426	NM_178445,NM_016557
ACLY	4353	4074	30.07461	NM_198830,NM_001303275,NM_001303274,NM_001096
ACMSD	1250	0	0	NM_001307983,NM_138326
ACO1	3620	3664	32.52479	NM_002197,NM_001278352
ACO2	2741	2046	23.98635	NM_001098
ACOD1	2090	0	0	NM_001258406
ACOT1	1603	438	8.780276	NM_001037161
ACOT11	3181	0	0	NM_015547,NM_147161
ACOT12	1989	0	0	NM_130767
ACOT13	4104	664	5.199102	NM_001160094,NM_018473
ACOT2	1583	789	16.01635	NM_006821,NR_046028
ACOT4	1632	9	0.1772107	NM_152331
ACOT6	1004	0	0	NM_001037162
ACOT7	1414	121	2.749815	NM_181864,NM_007274,NM_181865,NM_181866
ACOT8	1171	557	15.28502	NM_005469
ACOT9	4202	856	6.54614	NM_001033583,NM_001037171,NM_001330259
ACOX1	7758	1443	5.977012	NM_004035,NM_007292,NM_001185039
ACOX2	2309	413	5.747695	NM_003500
ACOX3	2874	552	6.171915	NM_001101667,NM_003501
ACOXL	2373	7	0.09479117	NM_001142807
ACOXL-AS1	3212	5	0.05002211	NR_122074
ACP1	1580	2054	41.77447	NM_007099,NM_001040649,NM_004300,NR_024080
ACP2	2116	1111	16.87198	NM_001610,NM_001302492,NM_001302491,NM_001302490,NM_001302489
ACP5	1580	30	0.6101432	NM_001611,NM_001322023,NM_001111034,NM_001111035,NM_001111036
ACP6	2793	158	1.817832	NR_136633,NM_016361,NR_136635,NM_001323625,NR_136634,NR_136636
ACP7	2961	0	0	NM_001004318
ACPP	3120	0	0	NM_001134194,NM_001099,NM_001292037
ACPT	1347	0	0	NM_033068
ACR	1370	2	0.04691125	NM_001097
ACRBP	1886	11	0.1874211	NM_032489
ACRV1	1175	0	0	NM_020107,NM_020108,NM_020069,NM_001612
ACSBG1	2980	42	0.4528982	NM_001199377,NM_015162
ACSBG2	2696	0	0	NM_001321384,NM_001289178,NM_030924,NM_001289177,NM_001289180,NM_001289179
ACSF2	1920	378	6.326422	NM_001288972,NM_025149,NR_110232,NM_001288968,NM_001288969,NM_001288970,NM_001288971
ACSF3	2496	440	5.664684	NM_001127214,NM_001284316,NM_174917,NM_001243279,NR_104293,NR_045667
ACSL1	3858	1475	12.28563	NM_001286712,NM_001286708,NM_001286711,NM_001286710,NM_001995
ACSL3	4361	1633	12.03283	NM_203372,NM_004457
ACSL4	5333	2470	14.88308	NM_004458,NM_001318510,NM_022977,NM_001318509
ACSL5	3381	51	0.4847218	NM_203379,NM_016234,NM_203380
ACSL6	6525	4	0.01969913	NM_001205250,NM_015256,NM_001205251,NM_001009185,NM_001205247,NM_001205248
ACSM1	2051	0	0	NR_134918,NM_001318890,NM_052956
ACSM2A	3336	0	0	NM_001308172,NM_001308169,NM_001308954
ACSM2B	2406	0	0	NM_182617,NM_001105069
ACSM3	1569	3	0.06144208	NM_005622,NM_202000
ACSM4	1743	0	0	NM_001080454
ACSM5	2419	1	0.01328409	NM_001324371,NM_001324373,NM_001324372,NM_017888
ACSM6	1713	0	0	NM_207321
ACSS1	2438	656	8.646448	NM_032501,NM_001252675,NM_001252676,NM_001252677
ACSS2	3018	689	7.336139	NM_018677,NM_001242393,NM_001076552
ACSS3	4051	483	3.831356	NM_001330242,NM_024560,NM_001330243
ACTA1	1492	2	0.04307535	NM_001100
ACTA2	1399	3207	73.6629	NM_001320855,NM_001141945,NM_001613
ACTA2-AS1	2043	217	3.413178	NR_125373
ACTB	1812	64047	1135.817	NM_001101
ACTBL2	2794	0	0	NM_001017992
ACTC1	3693	20	0.1740277	NM_005159
ACTG1	1986	45658	738.7631	NR_037688,NM_001199954,NM_001614
ACTG1P17	1652	0	0	NR_036446
ACTG1P20	2652	0	0	NR_033926
ACTG1P4	1983	0	0	NR_024438
ACTG2	1202	10	0.2673395	NM_001615,NM_001199893
ACTL10	2028	53	0.8397993	NM_001024675
ACTL6A	1898	912	15.44067	NM_177989,NM_178042,NM_004301
ACTL6B	1548	0	0	NM_016188,NR_134539
ACTL7A	1528	0	0	NM_006687
ACTL7B	1407	0	0	NM_006686
ACTL8	1861	0	0	NM_030812
ACTL9	1434	0	0	NM_178525
ACTN1	3710	17797	154.1489	NM_001102,NM_001130004,NM_001130005
ACTN1-AS1	599	0	0	NR_073422
ACTN2	4913	3	0.01962195	NM_001278344,NM_001278343,NM_001103
ACTN3	2939	12	0.1312046	NR_047663,NM_001258371,NM_001104
ACTN4	3951	7695	62.58485	NM_004924,NM_001322033
ACTR10	2441	2395	31.52865	NM_018477
ACTR1A	2873	4186	46.81998	NM_005736
ACTR1B	2258	2101	29.8999	NM_005735
ACTR2	3922	7584	62.13815	NM_001005386,NM_005722
ACTR3	5491	5935	34.73257	NM_005721,NR_102318,NM_001277140
ACTR3B	2161	144	2.141289	NR_073001,NM_020445,NM_001040135,NR_073000
ACTR3BP2	1338	0	0	NR_027714
ACTR3BP5	1645	0	0	NR_045000
ACTR3C	1219	0	0	NM_001164458,NM_001164459
ACTR5	2479	115	1.490695	NM_024855
ACTR6	2465	408	5.318765	NR_048569,NR_048568,NM_022496
ACTR8	3628	501	4.437497	NM_022899
ACTRT1	1442	0	0	NM_138289
ACTRT2	1422	0	0	NM_080431
ACTRT3	2003	103	1.652433	NM_032487
ACVR1	2864	3200	35.90414	NM_001347663,NM_001347664,NM_001347665,NM_001347666,NM_001347667,NM_001105,NM_001111067
ACVR1B	4516	675	4.803053	NM_004302,NM_020328,NM_020327
ACVR1C	8405	3	0.01146968	NM_001111032,NM_145259,NM_001111031,NM_001111033
ACVR2A	5167	2808	17.4633	NM_001616,NM_001278579,NM_001278580
ACVR2B	11373	116	0.3277559	NM_001106
ACVR2B-AS1	2517	0	0	NR_028389
ACVRL1	4126	1665	12.96739	NM_000020,NM_001077401
ACY1	1678	493	9.441099	NM_001198898,NM_001198897,NM_001198895,NM_001198896,NM_000666
ACY3	1300	0	0	NM_080658
ACYP1	801	57	2.286704	NR_126393,NM_001107,NR_126395,NM_001302616,NR_126394,NM_001302617
ACYP2	1292	152	3.780495	NM_138448,NM_001320586,NM_001320587,NM_001320588,NM_001320590,NM_001320589
ADA	1486	1051	22.72749	NM_001322050,NM_000022,NR_136160,NM_001322051
ADA2	3711	44	0.3810038	NM_001282229,NM_001282228,NM_001282225,NM_001282226,NM_001282227,NM_177405
ADAD1	1905	0	0	NM_139243,NM_001159295,NM_001159285
ADAD2	2058	0	0	NM_139174,NM_001145400
ADAL	1749	116	2.131257	NM_001159280,NM_001012969,NM_001324368,NM_001324367,NM_001324366,NM_001324365,NM_001324364
ADAM10	4941	3448	22.42436	NM_001110,NM_001320570
ADAM11	4419	4	0.02908731	NM_002390,NM_001318933
ADAM12	3411	6253	58.908	NM_003474,NM_021641,NM_001288973,NM_001288974,NM_001288975
ADAM15	2864	2372	26.61395	NM_001261465,NR_048578,NR_048579,NM_207197,NM_001261466,NM_003815,NM_207196,NM_207195,NM_207194,NR_048577,NM_207191,NM_001261464
ADAM17	4381	1167	8.559831	NM_003183
ADAM18	2037	0	0	NM_001190956,NM_014237,NM_001320313,NR_135201
ADAM19	6529	355	1.747227	NM_033274
ADAM1A	2840	20	0.2262972	NR_036636
ADAM2	2671	0	0	NM_001278113,NM_001278114,NM_001464
ADAM20	2792	0	0	NM_003814
ADAM20P1	3036	0	0	NR_037933
ADAM21	2664	2	0.02412478	NM_003813
ADAM21P1	2049	0	0	NR_003951
ADAM22	9334	93	0.3201715	NM_001324420,NM_001324419,NM_001324418,NM_001324417,NM_004194,NM_021721,NM_021722,NM_001324421,NM_021723,NM_016351
ADAM23	6225	112	0.5781576	NM_003812
ADAM28	2135	0	0	NM_014265,NR_130710,NR_130709,NM_001304351,NM_021777
ADAM29	3138	0	0	NM_001278125,NM_014269,NM_001278126,NM_001278127,NM_001130703,NM_001130704,NM_001130705
ADAM30	2992	0	0	NM_021794
ADAM32	2729	68	0.8007058	NM_001313994,NM_145004
ADAM33	4123	6421	50.04456	NM_153202,NM_025220,NM_001282447
ADAM3A	2768	0	0	NR_024107,NR_001569,NR_024106,NR_073423
ADAM3B	940	0	0	NR_144553
ADAM5	1705	0	0	NR_001448
ADAM6	1843	0	0	NR_002224
ADAM7	3396	0	0	NM_003817
ADAM8	3134	23	0.2358286	NM_001164490,NM_001109,NM_001164489
ADAM9	3992	6514	52.43542	NR_027638,NR_027639,NM_003816,NR_027878
ADAMDEC1	2229	0	0	NM_001145271,NM_014479,NM_001145272
ADAMTS1	4651	4386	30.3033	NM_006988
ADAMTS10	2460	1043	13.62438	NM_030957,NM_001282352
ADAMTS12	1177	2046	55.85946	NM_030955,NM_001324512,NM_001324511
ADAMTS13	4783	113	0.7591816	NM_139025,NR_024514,NM_139026,NM_139027
ADAMTS14	5555	20	0.1156947	NM_139155,NM_080722
ADAMTS15	5677	55	0.3113231	NM_139055
ADAMTS16	4846	0	0	NM_139056,NR_136935
ADAMTS17	6358	15	0.07581206	NM_139057
ADAMTS18	5917	6	0.03258497	NM_199355,NM_001326358
ADAMTS19	5234	0	0	NM_133638
ADAMTS19-AS1	786	0	0	NR_125748
ADAMTS2	2252	12047	171.9009	NM_014244,NM_021599
ADAMTS20	6126	0	0	NM_025003
ADAMTS3	5822	39	0.2152583	NM_014243
ADAMTS4	4349	155	1.145275	NM_001320336,NM_005099
ADAMTS5	9663	5661	18.8256	NM_007038
ADAMTS6	7311	81	0.3560212	NR_135689,NM_197941
ADAMTS7	5522	631	3.671982	NM_014272
ADAMTS7P1	4983	10	0.06448767	NR_045529,NR_045529
ADAMTS8	4012	109	0.873038	NM_007037
ADAMTS9	7312	124	0.5449455	NM_001318781,NM_182920
ADAMTS9-AS1	3691	4	0.03482439	NR_110150,NR_110151
ADAMTS9-AS2	2228	23	0.3317266	NR_038264
ADAMTSL1	1880	4722	80.71156	NM_001040272,NM_052866
ADAMTSL2	3726	4	0.03449727	NM_001145320,NM_014694
ADAMTSL3	7335	0	0	NM_001301110,NM_207517
ADAMTSL4	4323	1203	8.942274	NM_025008,NM_019032,NM_001288607,NM_001288608
ADAMTSL4-AS1	1036	2	0.06203515	NR_104133
ADAMTSL5	2857	364	4.094103	NM_213604
ADAP1	2119	67	1.016042	NM_001284311,NM_001284310,NM_001284308,NM_006869,NM_001284309
ADAP2	2671	3	0.03609233	NR_144488,NM_001346712,NM_018404,NM_001346714,NM_001346716
ADAR	6709	4844	23.20139	NM_001025107,NM_015840,NM_015841,NM_001111,NM_001193495
ADARB1	3468	3687	34.16344	NM_001112,NR_027674,NR_027673,NR_073200,NR_027672,NM_001346688,NR_144483,NM_015834,NM_015833,NM_001346687,NM_001160230
ADARB2	8426	0	0	NM_018702
ADARB2-AS1	644	0	0	NR_033387
ADAT1	5788	502	2.787037	NM_001324452,NM_001324451,NM_001324450,NM_001324449,NM_001324448,NM_001324446,NM_001324453,NM_001324444,NM_012091,NM_001324445
ADAT2	6253	96	0.4933446	NM_001286259,NM_182503
ADAT3	1784	280	5.043485	NM_001329533,NM_138422
ADCK1	2234	192	2.761758	NM_001142545,NM_020421
ADCK2	2364	546	7.42186	NM_052853
ADCK5	1988	196	3.168161	NM_174922
ADCY1	12498	29	0.07456329	NM_001281768,NM_021116
ADCY10	5469	0	0	NM_001167749,NM_018417,NM_001297772
ADCY10P1	4569	1	0.007033094	NR_026938
ADCY2	6553	118	0.5786413	NM_020546
ADCY3	4729	2444	16.60732	NM_001320613,NM_004036
ADCY4	3415	198	1.863125	NM_001198568,NM_001198592,NM_139247
ADCY5	5123	4	0.02509015	NM_183357,NM_001199642
ADCY6	6102	1904	10.0268	NM_015270
ADCY7	2552	3665	46.14885	NM_001114,NM_001286057
ADCY8	4101	8	0.0626856	NM_001115
ADCY9	7727	1934	8.042909	NM_001116
ADCYAP1	3187	0	0	NM_001117,NM_001099733
ADCYAP1R1	6572	0	0	NM_001199637,NM_001118,NM_001199635,NM_001199636
ADD1	4756	8120	54.86328	NM_176801,NM_014189,NM_014190,NM_001119,NM_001286645
ADD2	4033	19	0.1513885	NM_017482,NM_001185054,NM_017488,NM_001185055,NM_001617
ADD3	4445	4889	35.34401	NM_019903,NM_001320594,NM_001320591,NM_001320593,NM_001121,NM_016824,NM_001320592
ADD3-AS1	1280	0	0	NR_038943
ADGB	5289	0	0	NM_024694
ADGRA1	4184	0	0	NM_001291085,NM_001083909
ADGRA1-AS1	470	0	0	NR_111905
ADGRA2	6034	17934	95.50793	NM_032777
ADGRA3	4567	934	6.571786	NM_145290
ADGRB1	5528	1	0.00581299	NM_001702
ADGRB2	5341	527	3.170703	NM_001294335,NM_001294336
ADGRB3	5637	0	0	NM_001704
ADGRD1	5389	2145	12.79048	NM_001330497,NM_198827
ADGRE1	3145	0	0	NM_001256254,NM_001256255,NM_001256252,NM_001256253,NM_001974
ADGRE2	6008	6	0.03209142	NM_013447,NM_001271052
ADGRE3	2423	0	0	NM_001289158,NM_001289159,NM_032571
ADGRE4P	2732	0	0	NR_024075
ADGRE5	3345	1797	17.26313	NM_078481,NM_001784,NM_001025160
ADGRF1	5468	0	0	NM_025048,NM_153840
ADGRF2	5126	0	0	NM_153839
ADGRF3	4052	0	0	NM_001145169,NM_001145168,NM_153835,NR_135916,NM_001321971,NM_001321975
ADGRF4	3170	0	0	NM_001347855,NM_153838
ADGRF5	5817	0	0	NM_015234,NM_001098518
ADGRG1	3889	2	0.01652569	NM_001145773,NM_001145772,NM_001145771,NM_001145770,NM_005682,NM_001290142,NM_201525,NM_201524,NM_001145774,NM_001290143,NM_001290144
ADGRG2	4787	0	0	NM_001079859,NM_001184835,NM_001184834,NM_001184833,NM_005756,NM_001079858,NM_001184837,NM_001184836,NM_001079860
ADGRG3	2670	0	0	NM_001308360,NM_170776
ADGRG4	9931	0	0	NM_153834
ADGRG5	3222	0	0	NM_001304376,NM_153837,NM_001318481
ADGRG6	6831	67	0.3151796	NM_020455,NM_001032394,NM_198569,NM_001032395
ADGRG7	2318	0	0	NM_032787,NM_001308362
ADGRL1	7857	1244	5.087814	NM_014921,NM_001008701
ADGRL2	5986	1047	5.620533	NM_001330645,NM_001297706,NM_012302,NM_001297705,NM_001297704
ADGRL3	12790	0	0	NM_015236,NM_001322246,NM_001322402
ADGRL3-AS1	467	0	0	NR_110595
ADGRL4	3619	92	0.8168961	NM_022159
ADGRV1	19250	0	0	NM_032119,NR_003149
ADH1A	1500	6	0.1285368	NM_000667
ADH1B	2692	2647	31.59705	NM_001286650,NM_000668
ADH1C	1758	34	0.6214807	NR_133005,NM_000669
ADH4	2004	10	0.1603503	NM_001306172,NM_001306171,NM_000670
ADH5	2651	10804	130.9611	NM_000671
ADH6	2444	0	0	NM_000672,NM_001102470,NR_132990
ADH7	2102	0	0	NM_000673,NM_001166504
ADHFE1	1895	43	0.7291667	NM_144650
ADI1	1676	2128	40.80047	NM_001306077,NM_018269
ADIG	772	0	0	NR_130907,NM_001018082
ADIPOQ	4578	0	0	NM_001177800,NM_004797
ADIPOQ-AS1	3442	0	0	NR_046662
ADIPOR1	2182	2735	40.27821	NM_001290557,NM_001290629,NM_001290553,NM_015999
ADIPOR2	3965	2217	17.9676	NM_024551
ADIRF	672	38	1.817113	NM_006829
ADK	2280	965	13.60066	NM_001202450,NM_006721,NM_001202449,NM_001123
ADM	1590	42029	849.4142	NM_001124
ADM2	4032	1170	9.324658	NM_001253845
ADM5	2112	4	0.06086024	NM_001101340
ADNP	6364	2136	10.78546	NM_001282531,NM_001347511,NM_001282532,NM_181442,NM_015339
ADNP2	5387	333	1.986391	NM_014913
ADNP-AS1	927	9	0.3119826	NR_110009,NR_110007,NR_110008
ADO	3724	1208	10.42377	NM_032804
ADORA1	2919	57	0.6274922	NM_001048230,NM_000674
ADORA2A	2634	13	0.1585971	NR_103544,NR_103543,NM_001278497,NM_001278499,NM_000675,NM_001278500,NM_001278498
ADORA2A-AS1	2026	0	0	NR_028484,NR_028483
ADORA2B	1885	83	1.414928	NM_000676
ADORA3	2245	0	0	NM_001302679,NM_001302678,NM_000677
ADPGK	2273	1952	27.59612	NM_031284,NR_023318,NR_023319
ADPGK-AS1	2730	57	0.670934	NR_040107
ADPRH	3682	63	0.5498248	NM_001291949,NM_001291950,NM_001125
ADPRHL1	1877	63	1.078559	NM_138430,NM_199162
ADPRHL2	1691	1198	22.76569	NM_017825
ADPRM	1518	308	6.519984	NM_020233
